USA,-3.5291
CAN,-10.0441
WEU, -6.3134 
JPK, 1.76733
ANZ,1.40677
EEU,-5.663266
FSU,-1.9722
MDE,-0.6689
CAM,-2.69123
LAM,-3.37773
SAS, 10.6398
SEA,0.5553
CHI, 1.06255
MAF,0.9824
SSA, -1.66045
SIS, -1.7538
