USA,0.1011
CAN, -0.4158
WEU, 0.3518
JPK,0.03494
ANZ,-0.07931
EEU, 0.007304
FSU, 0.4526
MDE,-0.1334
CAM,0.06577
LAM, 0.17719
SAS,0.7597
SEA,-0.6294
CHI,-0.04824
MAF, 0.1070
SSA,-0.08656
SIS,-0.1653
