USA,-2.2489
CAN,-0.2859
WEU,-1.1927
JPK, -0.20888
ANZ,-0.24543
EEU,-0.516267
FSU, 0.0
MDE, -0.9714
CAM,-0.47097
LAM, -0.01526
SAS, -1.2556
SEA,-1.8646
CHI,-0.16609
MAF,-0.5344
SSA, -0.95135
SIS, 0.0
