USA,-0.0005010
CAN,-0.0007486
WEU,-6.284e-04
JPK,-0.0004217
ANZ,-0.0004629
EEU,-6.392e-04
FSU,-0.0005192
MDE, -0.0005822
CAM,-0.0002020
LAM,-0.0003771
SAS,0.000326
SEA,-0.001734
CHI,-0.0005133
MAF,-0.0004756
SSA,-0.0007195
SIS,-0.0002241
