USA,5.565e+09
CAN,30.7896
WEU,3.571e+05
JPK,4.36767
ANZ,1.16363
EEU,2.516e+02
FSU,0.02938
MDE,7565.3693
CAM,6.25185
LAM,0.569526
SAS,87425.2537
SEA,6.834e+06
CHI,0.20598
MAF,33.81099
SSA,3.092e+03
SIS,0.0001772 
